ts,host,user,event,severity,ip,message,source
2026-12-08T00:18:43Z,SWIFT-86-uat,peter_sullivan,PROCTITLE,LOW,72.199.54.247,PROCTITLE: peter_sullivan performed swift operation,auditd
2026-11-15T17:08:05Z,DB-69-sandbox.financial.local,svc_replication_prod,PATH,LOW,10.202.166.5,PATH: svc_replication_prod performed clearing operation,auditd
2026-06-18T04:14:54Z,GW-22,treasury,PATH,LOW,162.32.250.168,PATH: treasury performed payment operation,auditd
2026-09-18T01:29:30Z,CRM-79,david_ratti,job_execution,MEDIUM,116.156.69.243,job_execution: david_ratti performed payment operation,github_actions
2027-02-07T22:17:12Z,RISK-52,ryan.rogers,CreateAccessKey,LOW,10.128.107.240,CreateAccessKey: ryan.rogers performed swift operation,aws_cloudtrail
2026-05-03T07:26:07Z,GW-74.secure.bank,hardik_rahman,FileUploaded,LOW,120.84.37.240,FileUploaded: hardik_rahman performed reconciliation operation,sharepoint
2025-11-27T18:3:31Z,MON-62-dev.financial.local,domain_admin,302015,MEDIUM,172.17.37.187,302015: domain_admin performed clearing operation,cisco_asa
2026-05-24T23:55:07Z,,svc_cicd,Threat,LOW,223.135.128.179,Threat: svc_cicd performed swift operation,sentinel_one
2026-10-26T07:05:56Z,CORE_BANK-93-dev.financial.local,wayne_davies,Blocked,MEDIUM,20.138.44.9,Blocked: wayne_davies performed clearing operation,sentinel_one
2026-11-04T08:58:58Z,PAYMENT-71-sandbox,bhanumati.collins46,action_execution,HIGH,87.151.153.74,action_execution: bhanumati.collins46 performed audit operation,github_actions
2026-05-11T19:30:27Z,APP-71.secure.bank,jason_sodhi,MailItemsAccessed,LOW,200.127.20.206,MailItemsAccessed: jason_sodhi performed settlement operation�,office365
2026-11-02T02:24:54Z,ATM-34-sandbox,jo'brien,Detection,HIGH,62.57.79.105,Detection: jo'brien performed payment operation,crowdstrike
2026-12-04T14:24:12Z,DC-79.core.banking,stephen_wright,4672,MEDIUM,192.168.240.119,4672: stephen_wright performed balance operation,windows_security
2026-04-07T12:24:50Z,CORE_BANK-96.secure.bank,dlaw,7,LOW,192.168.12.254,7: dlaw performed settlement operation,sysmon
2026-05-29T14:50:17Z,OPS-70,fraud_analyst,PROCTITLE,HIGH,172.29.236.198,PROCTITLE: fraud_analyst performed swift operation,auditd
2026-10-08T22:41:36Z,AUDIT-37.secure.bank,jmurphy,106001,LOW,140.117.251.192,106001: jmurphy performed payment operation,cisco_asa
2026-07-12T15:14:59Z,FS-97.financial.local,mknight,106023,HIGH,10.62.248.181,106023: mknight performed clearing operation,cisco_asa
2026-09-05T02:33:42Z,AUDIT-15,svc_backup_prod96,shell_in_container,CRITICAL,10.126.241.158,shell_in_container: svc_backup_prod96 performed clearing operation,falco
2026-04-14T03:01:52Z,CORE_BANK-33.core.banking,kevin_ravi,SignIn,CRITICAL,172.23.46.138,Sign-in activity for kevin_ravi from IP 172.23.46.138,azure_ad
2026-04-22T23:56:07Z,HR-43,smyers,FileDeleted,HIGH,192.168.224.71,FileDeleted: smyers performed reconciliation operation,sharepoint
2026-11-17T04:56:53Z,CORE_BANK-63-dr,svc_deploy,SYSCALL,LOW,34.88.76.49,SYSCALL: svc_deploy performed transfer operation,auditd
2026-07-18T09:29:25Z,DB-45-prod,indali.saini23,EXECVE,HIGH,10.27.123.59,EXECVE: indali.saini23 performed balance operation,auditd
2026-05-08T21:07:03Z,CRM-24-uat,sandra_byrne30,TRAFFIC,LOW,10.207.17.251,TRAFFIC: sandra_byrne30 performed payment operation,palo_alto
2026-06-05T10:37:16Z,APP-68.bank.internal,ikhalsa,SignIn,CRITICAL,10.27.51.60,Sign-in activity for ikhalsa from IP 10.27.51.60,azure_ad
2026-06-17T22:05:53Z,WKS-03-dev.financial.local,frank.guha,Detection,CRITICAL,36.2.114.119,Detection: frank.guha performed balance operation,crowdstrike
2026-10-19T20:13:31Z,GW-78,gail_harris,read_sensitive_file,LOW,75.244.160.79,read_sensitive_file: gail_harris performed transfer operation,falco
2026-11-08T02:28:27Z,PAYMENT-73.financial.local,christopher_sanders31,URL,MEDIUM,33.84.200.211,URL: christopher_sanders31 performed swift operation,palo_alto
2026-12-04T12:26:19Z,PAYMENT-91,jason.nazareth,DeleteUser,HIGH,10.67.39.63,DeleteUser: jason.nazareth performed clearing operation,aws_cloudtrail
2026-07-19T07:05:05Z,HR-34,svc_deploy,Path_Traversal,LOW,167.184.9.175,Path_Traversal: svc_deploy performed swift operation,cloud_waf
2026-09-28T05:09:23Z,DC-28.core.banking,oscar.zachariah,FileDeleted,LOW,10.39.77.38,FileDeleted: oscar.zachariah performed transfer operation,sharepoint
2027-02-03T17:10:33Z,ATM-91,jill_halder,106001,MEDIUM,204.114.79.103,106001: jill_halder performed balance operation,cisco_asa
2026-03-31T04:08:11Z,CRM-78-dr,svc_vault76,FileDownloaded,LOW,165.130.195.217,FileDownloaded: svc_vault76 performed reconciliation operation,sharepoint
2026-04-27T02:05:13Z,CORE_BANK-65.core.banking,jennifer.jones,Path_Traversal,MEDIUM,10.254.178.9,Path_Traversal: jennifer.jones performed settlement operation,cloud_waf
2026-03-09T17:58:32Z,COMP-52,svc_deploy20,Send,LOW,117.94.141.160,Send: svc_deploy20 performed swift operation,office365
2026-12-10T01:30:34Z,DC-07.bank.internal,david_scott,Threat,LOW,,Threat: david_scott performed clearing operation,sentinel_one
2026-09-23T04:26:09Z,FINANCE-48-uat,arya.cooper,106001,LOW,172.29.142.113,106001: arya.cooper performed transaction operation,cisco_asa
2026-09-02T17:22:23Z,APP-50.secure.bank,svc_archive_prod92,SYSCALL,LOW,176.101.96.208,SYSCALL: svc_archive_prod92 performed payment operation,auditd
2026-09-13T05:11:58Z,PROXY-60.secure.bank,wlalla,12,LOW,192.168.247.8,12: wlalla performed payment operation,sysmon
2027-02-06T20:04:33Z,CORE-63,sysadmin,PROCTITLE,MEDIUM,10.125.107.228,PROCTITLE: sysadmin performed settlement operation,auditd
2026-07-09T08:56:54Z,BRANCH-77-sandbox.financial.local,luke.majumdar,Suspicious,MEDIUM,95.253.112.182,Suspicious: luke.majumdar performed reconciliation operation,sentinel_one
2026-03-10T22:03:50Z,GW-06-sandbox.core.banking,tyrone_stevens,TRAFFIC,LOW,172.23.196.6,TRAFFIC: tyrone_stevens performed audit operation,palo_alto
2027-02-03T20:33:06Z,BRANCH-79.bank.internal,,Suspicious,CRITICAL,172.30.142.213,Suspicious: chelsea.copeland performed transfer operation,sentinel_one
2026-11-26T22:02:45Z,SWIFT-29-dr,valerie_porter,106023,HIGH,12.140.239.114,106023: valerie_porter performed swift operation,cisco_asa
2026-10-28T04:39:30Z,MON-30.financial.local,ben_garde,Send,CRITICAL,66.96.207.104,Send: ben_garde performed balance operation,office365
invalid-timestamp,HR-89,settlement,MailItemsAccessed,LOW,,MailItemsAccessed: settlement performed settlement operation,office365
2026-06-08T07:32:22Z,PAYMENT-92.core.banking,fiona.snyder,Audit,LOW,144.253.11.63,Audit log: create performed by fiona.snyder,azure_ad
2026-07-31T06:38:27Z,PAYMENT-18-uat,svc_etl11,TRAFFIC,MEDIUM,172.25.225.110,TRAFFIC: svc_etl11 performed reconciliation operation,palo_alto
2026-04-02T15:20:24Z,FINANCE-80.bank.internal,leon_thornton76,Threat,LOW,192.168.118.210,Threat: leon_thornton76 performed balance operation,sentinel_one
2026-06-06T18:00:18Z,GW-95,svc_deploy,read_sensitive_file,LOW,90.133.226.157,read_sensitive_file: svc_deploy performed balance operation,falco
2026-09-02T04:31:14Z,CORE-52.secure.bank,rsoman,write_binary_dir,MEDIUM,192.168.84.96,write_binary_dir: rsoman performed transaction operation,falco
2026-07-23T19:59:31Z,OPS-92.financial.local,hemani.pau,job_execution,MEDIUM,10.196.177.156,job_execution: hemani.pau performed audit operation,github_actions
2026-03-25T23:42:56Z,GW-66,yug_purohit,4624,LOW,26.240.217.5,"An account was successfully logged on. Account: yug_purohit, Source IP: 26.240.217.5",windows_security
2026-11-01T18:42:39Z,WKS-02,svc_vault_prod,ConsoleLogin,MEDIUM,119.193.252.56,ConsoleLogin: svc_vault_prod performed settlement operation,aws_cloudtrail
2026-04-12T23:51:43Z,CORE_BANK-82.bank.internal,mking,ApplicationManagement,LOW,172.22.231.71,ApplicationManagement: mking performed payment operation,azure_ad
2026-06-19T21:52:20Z,PAYMENT-65.bank.internal,peter_campbell,Suspicious,HIGH,10.112.55.203,Suspicious: peter_campbell performed transaction operation,sentinel_one
2026-03-24T14:34:57Z,CRM-94,svc_etl,FileDownloaded,CRITICAL,154.16.156.42,FileDownloaded: svc_etl performed clearing operation,office365
2026-04-19T22:33:17Z,MON-69-prod.bank.internal,abose,4698,MEDIUM,24.28.82.149,4698: abose performed swift operation,windows_security
2026-04-14T12:23:00Z,DB-61.secure.bank,lynne_tella,THREAT,LOW,172.29.172.54,THREAT: lynne_tella performed balance operation,palo_alto
2026-11-21T07:38:27Z,BRANCH-47.financial.local,,smb_files,MEDIUM,172.20.59.121,smb_files: ranveer.ewing performed transaction operation,zeek
2026-12-29T03:19:30Z,OPS-42-sandbox,kashish.thompson,Prevention,LOW,192.168.129.126,Prevention: kashish.thompson performed transaction operation,crowdstrike
2026-09-05T20:08:53Z,PROXY-89-prod.bank.internal,lgallagher47,job_execution,MEDIUM,99.161.62.36,job_execution: lgallagher47 performed transfer operation,github_actions
2026-03-19T19:44:32Z,GW-60.secure.bank,admin,106001,LOW,48.17.88.134,106001: admin performed clearing operation,cisco_asa
2026-05-09T17:14:56Z,RISK-76-uat.secure.bank,cshukla,FileDownloaded,LOW,144.211.220.225,FileDownloaded: cshukla performed payment operation,office365
2026-10-06T22:24:10Z,TRADING-80,john.matthews,CreateUser,LOW,10.56.41.237,CreateUser: john.matthews performed transfer operation,aws_cloudtrail
2026-05-19T00:01:39Z,CORE_BANK-98,ucchal.harvey,dns,LOW,192.168.231.240,dns: ucchal.harvey performed audit operation,zeek
2026-07-23T05:36:35Z,OPS-19.secure.bank,john_collins,4702,MEDIUM,172.28.249.224,4702: john_collins performed reconciliation operation,windows_security
2026-05-30T04:04:13Z,RISK-93-prod.financial.local,imaharaj,4625,MEDIUM,4.87.43.250,"An account failed to log on. Account: imaharaj, Source IP: 4.87.43.250",windows_security
2026-12-11T20:45:58Z,DB-22.bank.internal,lesley_johnston,Path_Traversal,HIGH,87.101.45.220,Path_Traversal: lesley_johnston performed reconciliation operation,cloud_waf
2026-06-22T10:26:11Z,GW-96-dr,reece_barrett,Blocked,MEDIUM,192.168.168.134,Blocked: reece_barrett performed settlement operation,sentinel_one
2026-03-03T01:46:09Z,OPS-19,jack.sachdev,FileUploaded,HIGH,172.18.129.227,FileUploaded: jack.sachdev performed audit operation,sharepoint
2026-11-01T04:25:07Z,COMP-19,patrick_boase,7,LOW,218.115.127.64,7: patrick_boase performed payment operation,sysmon
2027-01-24T17:15:49Z,CORE-11,brian.warren,302015,MEDIUM,166.83.131.4,302015: brian.warren performed transfer operation,cisco_asa
2026-04-26T05:16:15Z,HR-43.bank.internal,root,FileDownloaded,LOW,175.143.237.151,FileDownloaded: root performed balance operation,sharepoint
2026-05-02T12:45:35Z,COMP-51-dev.financial.local,inaya_rich,4624,LOW,34.250.248.39,"An account was successfully logged on. Account: inaya_rich, Source IP: 34.250.248.39",windows_security
2026-04-15T08:04:26Z,FINANCE-55,bruce_jarvis,job_execution,MEDIUM,10.77.31.71,job_execution: bruce_jarvis performed transaction operation,github_actions
2026-10-28T20:43:58Z,BRANCH-01-uat.secure.bank,hiral_white,Prevention,LOW,171.195.78.147,Prevention: hiral_white performed settlement operation,crowdstrike
2026-05-14T04:59:37Z,OPS-44-prod.bank.internal,stephanie_chaudhuri,EXECVE,HIGH,25.11.89.152,EXECVE: stephanie_chaudhuri performed transaction operation,auditd
2026-08-06T14:28:49Z,HR-67-prod,jessica.chaudhari,job_execution,LOW,97.112.169.250,job_execution: jessica.chaudhari performed swift operation,github_actions
2026-05-15T16:12:07Z,APP-77.core.banking,ekaraj_rodriguez88,http,LOW,10.239.248.16,http: ekaraj_rodriguez88 performed clearing operation,zeek
2026-11-22T20:24:58Z,GW-31,tina_gonzalez,CreateAccessKey,LOW,10.213.222.174,CreateAccessKey: tina_gonzalez performed transaction operation,aws_cloudtrail
2026-05-18T20:11:58Z,CRM-26-sandbox,patricia.metcalfe20,11,LOW,88.70.218.78,11: patricia.metcalfe20 performed clearing operation,sysmon
2026-03-31T05:56:17Z,APP-39-dr.core.banking,nsibal,SignIn,CRITICAL,26.22.186.252,Sign-in activity for nsibal from IP 26.22.186.252,azure_ad
2026-09-05T13:16:14Z,RISK-50,,ApplicationManagement,MEDIUM,171.164.150.71,ApplicationManagement: inarasimhan performed reconciliation operation,azure_ad
2026-05-03T01:42:17Z,AUDIT-46-sandbox,kelly_hammond,Path_Traversal,LOW,155.194.23.79,Path_Traversal: kelly_hammond performed reconciliation operation,cloud_waf
2026-04-09T04:30:29Z,PAY-54.core.banking,jkunda,FileDeleted,MEDIUM,192.168.11.80,FileDeleted: jkunda performed transfer operation,sharepoint
2026-07-04T21:13:41Z,WEB-24,settlement,106023,MEDIUM,192.168.137.125,106023: settlement performed transaction operation,cisco_asa
2026-07-26T23:25:26Z,CRM-29,svc_audit_prod,write_binary_dir,LOW,192.168.154.57,write_binary_dir: svc_audit_prod performed transaction operation,falco
2027-01-07T20:58:28Z,DB-76-sandbox,rnelson21,workflow_run,LOW,10.248.158.234,workflow_run: rnelson21 performed audit operation,github_actions
2026-08-10T03:41:23Z,AUDIT-47-uat.bank.internal,trajagopal,PROCTITLE,MEDIUM,144.73.90.4,PROCTITLE: trajagopal performed transaction operation,auditd
2026-12-15T10:41:04Z,RISK-50,eray,Blocked,MEDIUM,10.28.209.134,Blocked: eray performed payment operation,sentinel_one
2026-06-12T09:44:41Z,AUDIT-12.bank.internal,june_kaur,Quarantine,HIGH,215.186.0.31,Quarantine: june_kaur performed clearing operation,crowdstrike
2026-08-19T01:57:11Z,CRM-83-sandbox.secure.bank,teerth.parsons,XSS,LOW,10.4.1.192,XSS: teerth.parsons performed reconciliation operation,cloud_waf
2026-04-08T04:46:11Z,CRM-04,acarey,4688,MEDIUM,3.49.173.87,"A new process was created. Process: tomcat9.exe, Command line: ps aux | grep -v grep",windows_security
2026-04-13T15:08:15Z,WEB-90.secure.bank,domain_admin50,4688,HIGH,172.31.175.250,"A new process was created. Process: nginx.exe, Command line: ps aux | grep -v grep",windows_security
2026-11-02T23:43:15Z,PAYMENT-82.secure.bank,michelle_caldwell,FileDownloaded,MEDIUM,120.28.213.209,FileDownloaded: michelle_caldwell performed transaction operation,sharepoint
2026-09-25T14:47:04Z,,jrandhawa,DeleteUser,LOW,75.152.145.133,DeleteUser: jrandhawa performed balance operation,aws_cloudtrail
2026-07-03T15:05:56Z,SWIFT-82.bank.internal,nkhare,Audit,MEDIUM,201.85.71.177,Audit log: read performed by nkhare,azure_ad
2026-09-24T17:02:13Z,TRADING-47-uat.bank.internal,lori.martin50,7,LOW,192.168.197.162,7: lori.martin50 performed balance operation,sysmon
2026-09-21T08:02:15Z,FS-89-sandbox.core.banking,tpalmer,http,MEDIUM,10.193.71.57,,zeek
2021-6-29T23:7:60Z,CRM-93,michelle_taylor31,Prevention,LOW,133.154.197.114,Prevention: michelle_taylor31 performed balance operation,crowdstrike
2026-10-16T20:10:04Z,CORE_BANK-71.core.banking,indira.aguilar,Path_Traversal,UNKNOWN,10.148.203.103,Path_Traversal: indira.aguilar performed swift operation,cloud_waf
2026-05-26T11:46:11Z,HR-25,svc_deploy,write_binary_dir,LOW,172.21.22.60,write_binary_dir: svc_deploy performed settlement operation,falco
2026-04-29T06:19:06Z,SWIFT-46.core.banking,clyons,MailItemsAccessed,LOW,203.73.170.252,MailItemsAccessed: clyons performed balance operation,office365
2026-07-22T18:43:13Z,TRADING-57.secure.bank,cmullins1,SQL_Injection,LOW,192.168.202.210,SQL_Injection: cmullins1 performed transfer operation,cloud_waf
invalid-timestamp,PAY-49.bank.internal,svc_cicd,Audit,LOW,119.232.19.15,Audit log: create performed by svc_cicd,azure_ad
2026-05-23T00:29:25Z,PROXY-86-sandbox.financial.local,ucchal_day,Threat,LOW,11.62.73.237,Threat: ucchal_day performed settlement operation,sentinel_one
2026-10-02T03:29:30Z,OPS-89,svc_backup,SQL_Injection,LOW,192.168.251.184,SQL_Injection: svc_backup performed transfer operation,cloud_waf
2026-03-30T06:49:24Z,PROXY-50.core.banking,jsmith,read_sensitive_file,LOW,192.168.155.211,read_sensitive_file: jsmith performed clearing operation,falco
2026-12-13T18:21:45Z,FINANCE-42.financial.local,radams,13,MEDIUM,130.169.143.167,13: radams performed swift operation,sysmon
2026-08-22T00:18:16Z,APP-71-prod.bank.internal,svc_cicd_prod,Suspicious,LOW,124.26.27.36,Suspicious: svc_cicd_prod performed transfer operation,sentinel_one
,HR-60-sandbox,simon.berg,302016,LOW,10.90.150.174,302016: simon.berg performed balance operation,cisco_asa
2026-10-20T00:41:07Z,WKS-60,devika_phillips,106023,MEDIUM,91.136.44.119,106023: devika_phillips performed transfer operation,cisco_asa
2026-08-08T06:57:48Z,FINANCE-66.core.banking,jsachdeva41,THREAT,LOW,11.143.5.154,THREAT: jsachdeva41 performed transfer operation,palo_alto
2026-11-14T04:05:13Z,PAYMENT-38-sandbox,sharon.page,FileDeleted,HIGH,182.72.204.204,FileDeleted: sharon.page performed audit operation,sharepoint
2020-1-12T25:59:49Z,OPS-88.core.banking,svc_replication_prod44,CreateAccessKey,LOW,172.17.14.220,CreateAccessKey: svc_replication_prod44 performed transfer operation,aws_cloudtrail
2026-11-12T08:09:06Z,PROXY-55-prod,rhys_wheeler,FileDeleted,LOW,10.17.13.98,FileDeleted: rhys_wheeler performed clearing operation,sharepoint
2026-08-13T09:22:16Z,FS-01,risk_manager,PATH,LOW,10.164.153.243,PATH: risk_manager performed transfer operation,auditd
2026-04-18T03:33:51Z,GW-60-uat.core.banking,svc_etl_prod90,FileDeleted,LOW,65.8.41.101,FileDeleted: svc_etl_prod90 performed balance operation,sharepoint
2026-09-21T07:30:03Z,ATM-14,garry.kelly,workflow_run,LOW,196.156.162.49,workflow_run: garry.kelly performed swift operation,github_actions
2026-08-28T10:19:28Z,RISK-46,yuvraj.thompson,New-InboxRule,MEDIUM,94.244.8.16,New-InboxRule: yuvraj.thompson performed transfer operation,office365
2026-05-13T13:30:58Z,APP-19.secure.bank,sysadmin,action_execution,MEDIUM,41.254.142.50,action_execution: sysadmin performed transaction operation,github_actions
2026-05-05T14:48:20Z,PAYMENT-82-dev,treasury,FileUploaded,HIGH,207.107.83.29,FileUploaded: treasury performed transaction operation,sharepoint
2026-10-08T11:55:56Z,OPS-11.bank.internal,svc_reporting,Threat,HIGH,192.168.230.181,Threat: svc_reporting performed reconciliation operation,sentinel_one
2026-07-29T07:29:44Z,AUDIT-54,nitara_stafford,Quarantine,HIGH,,Quarantine: nitara_stafford performed payment operation,crowdstrike
2026-08-14T05:31:13Z,SWIFT-08.bank.internal,svc_deploy_prod,12,HIGH,172.19.19.232,12: svc_deploy_prod performed clearing operation,sysmon
2026-07-08T18:58:19Z,AUDIT-18,,THREAT,LOW,172.28.206.77,THREAT: svc_deploy performed transfer operation,palo_alto
2026-08-03T11:44:58Z,RISK-55.bank.internal,smacdonald,conn,MEDIUM,172.23.164.196,conn: smacdonald performed payment operation,zeek
2026-03-22T19:30:11Z,BRANCH-01,svc_deploy50,4702,MEDIUM,137.76.159.141,4702: svc_deploy50 performed transaction operation,windows_security
2026-08-23T13:29:38Z,TRADING-70,svc_reporting_prod26,Quarantine,MEDIUM,10.4.192.123,Quarantine: svc_reporting_prod26 performed reconciliation operation,crowdstrike
2026-09-02T07:21:37Z,APP-01-sandbox.financial.local,caroline_smart,FileDownloaded,LOW,10.218.26.163,FileDownloaded: caroline_smart performed clearing operation,sharepoint
2026-12-09T01:14:19Z,CRM-07-dr,rebecca_srinivasan,Quarantine,MEDIUM,10.247.64.158,Quarantine: rebecca_srinivasan performed settlement operation,crowdstrike
2026-09-18T03:08:33Z,ATM-01,lkapoor,10,MEDIUM,220.133.145.151,Process accessed: explorer.exe accessed chrome.exe_v7.6,sysmon
2026-04-15T08:43:24Z,WEB-55-sandbox,settlement,Quarantine,LOW,17.163.108.225,Quarantine: settlement performed clearing operation,crowdstrike
18/10/2020,APP-22,dorothy.pena,Suspicious,HIGH,192.168.24.70,Suspicious: dorothy.pena performed audit operation,sentinel_one
2026-04-11T23:21:13Z,HR-24-sandbox,bstevens,smb_files,LOW,172.26.131.18,smb_files: bstevens performed reconciliation operation,zeek
2027-02-19T05:15:37Z,WKS-06-sandbox.financial.local,svc_backup24,read_sensitive_file,HIGH,117.186.131.169,read_sensitive_file: svc_backup24 performed audit operation,falco
2026-09-17T07:09:32Z,OPS-78-dr,mdhar69,22,LOW,156.54.142.50,22: mdhar69 performed payment operation,sysmon
2027-02-03T14:29:59Z,COMP-94-sandbox,agrant,URL,MEDIUM,174.92.64.254,URL: agrant performed settlement operation,palo_alto
2026-07-21T05:51:07Z,HR-25-prod.secure.bank,svc_archive,SQL_Injection,LOW,192.168.80.158,SQL_Injection: svc_archive performed reconciliation operation,cloud_waf
2026-06-12T10:43:07Z,SWIFT-41-prod.bank.internal,svc_etl_prod20,ConsoleLogin,LOW,10.200.37.142,ConsoleLogin: svc_etl_prod20 performed settlement operation,aws_cloudtrail
2026-07-24T05:54:45Z,DC-30.secure.bank,agallagher10,4648,LOW,137.57.5.24,4648: agallagher10 performed clearing operation,windows_security
2026-06-14T12:58:43Z,APP-73-sandbox,svc_monitor_prod4,PATH,MEDIUM,168.110.192.144,PATH: svc_monitor_prod4 performed transfer operation,auditd
2026-05-16T10:55:00Z,OPS-12.financial.local,yjones,FileUploaded,HIGH,12.244.236.155,FileUploaded: yjones performed transaction operation,sharepoint
2026-03-26T15:17:13Z,TRADING-32-dev.core.banking,svc_archive,106023,LOW,192.168.2.205,106023: svc_archive performed transfer operation,cisco_asa
2026-05-03T07:37:11Z,MON-92-dev.core.banking,amy_zachariah,SQL_Injection,MEDIUM,167.146.29.82,SQL_Injection: amy_zachariah performed audit operation,cloud_waf
2026-11-11T00:19:31Z,CORE-21.core.banking,svc_monitor_prod30,job_execution,LOW,51.82.38.105,job_execution: svc_monitor_prod30 performed audit operation,github_actions
2026-04-20T22:41:55Z,APP-96-uat.secure.bank,cpowell60,SignIn,CRITICAL,106.25.193.202,Sign-in activity for cpowell60 from IP 106.25.193.202,azure_ad
2026-03-29T08:33:48Z,CORE_BANK-65.bank.internal,trading_user,Suspicious,HIGH,164.17.69.88,Suspicious: trading_user performed balance operation,sentinel_one
2027-01-21T05:16:10Z,GW-01.core.banking,risk_manager,CreateUser,LOW,210.232.201.146,CreateUser: risk_manager performed settlement operation,aws_cloudtrail
2026-09-04T01:54:44Z,ATM-04-dr,jennifer.munoz,Send,LOW,172.27.170.10,Send: jennifer.munoz performed transfer operation,office365
2026-07-16T13:49:37Z,ATM-92-prod,svc_deploy24,SQL_Injection,MEDIUM,102.58.131.186,SQL_Injection: svc_deploy24 performed reconciliation operation,cloud_waf
2026-07-05T21:39:13Z,PAYMENT-69-sandbox.secure.bank,cyates,URL,LOW,116.111.246.211,URL: cyates performed clearing operation,palo_alto
2026-12-22T20:00:41Z,FINANCE-33,noah.johnson,4698,MEDIUM,33.201.76.21,4698: noah.johnson performed transfer operation,windows_security
2026-07-21T10:30:41Z,GW-98,risk_manager89,302016,LOW,73.177.51.143,302016: risk_manager89 performed balance operation,cisco_asa
2026-10-09T22:29:55Z,WKS-27-sandbox.secure.bank,darika_chen,XSS,LOW,192.168.158.252,XSS: darika_chen performed swift operation,cloud_waf
2026-03-29T12:16:56Z,RISK-60-prod,svc_monitor,106023,MEDIUM,10.106.224.71,,cisco_asa
2026-08-03T15:19:19Z,FINANCE-77.bank.internal,falak.sarna,302015,HIGH,10.69.141.16,302015: falak.sarna performed balance operation,cisco_asa
2026-10-18T15:47:46Z,CORE_BANK-36,compliance,MailItemsAccessed,LOW,5.39.155.165,MailItemsAccessed: compliance performed transaction operation,office365
2026-11-30T03:16:08Z,WKS-55.financial.local,rhernandez,106001,LOW,172.27.143.199,106001: rhernandez performed balance operation,cisco_asa
2027-01-23T07:54:58Z,RISK-77-dr,imaran.burgess,4625,CRITICAL,172.24.38.1,"An account failed to log on. Account: imaran.burgess, Source IP: 172.24.38.1",windows_security
2026-04-21T00:59:20Z,FINANCE-01-dev,svc_secrets,4702,LOW,8.40.32.103,4702: svc_secrets performed balance operation,windows_security
2026-06-02T09:53:20Z,BRANCH-20,jbarton,CreateAccessKey,LOW,45.149.19.240,CreateAccessKey: jbarton performed clearing operation,aws_cloudtrail
2026-05-28T17:48:56Z,HR-30.core.banking,michelle_hayer49,FileDownloaded,HIGH,172.19.207.178,FileDownloaded: michelle_hayer49 performed clearing operation,sharepoint
2027-01-28T20:09:39Z,DB-74.secure.bank,svc_secrets,Prevention,LOW,61.211.12.79,Prevention: svc_secrets performed balance operation,crowdstrike
2026-12-16T19:08:53Z,FINANCE-66-sandbox.secure.bank,dsaha,MailItemsAccessed,MEDIUM,10.37.177.161,MailItemsAccessed: dsaha performed transaction operation,office365
2026-07-15T21:24:42Z,DB-04-dr.core.banking,gail.ravel44,THREAT,LOW,172.16.117.145,THREAT: gail.ravel44 performed clearing operation,palo_alto
2026-09-25T17:07:16Z,CRM-13.secure.bank,compliance,Path_Traversal,LOW,10.33.243.205,Path_Traversal: compliance performed payment operation,cloud_waf
2027-02-19T03:22:45Z,DB-72.core.banking,mchapman,Blocked,CRITICAL,13.78.238.29,Blocked: mchapman performed payment operation,sentinel_one
2026-04-12T15:10:17Z,FINANCE-73-dev.bank.internal,areynolds,THREAT,LOW,172.253.234.144,THREAT: areynolds performed transaction operation,palo_alto
2026-06-28T17:12:12Z,WKS-90,marc.oliver,PROCTITLE,LOW,81.236.240.43,PROCTITLE: marc.oliver performed clearing operation,auditd
2026-05-12T16:16:45Z,ATM-13.secure.bank,svc_deploy_prod,Audit,LOW,192.168.151.3,Audit log: delete performed by svc_deploy_prod,azure_ad
2026-07-23T00:38:39Z,COMP-89.secure.bank,clare.ali,workflow_run,HIGH,48.206.244.0,workflow_run: clare.ali performed transfer operation,github_actions
2026-09-24T22:15:19Z,TRADING-06,aarna.dalal,smb_files,MEDIUM,86.230.176.76,smb_files: aarna.dalal performed swift operation,zeek
2026-03-28T13:12:38Z,AUDIT-71,patrick_pal,4648,LOW,172.28.166.125,4648: patrick_pal performed transfer operation,windows_security
2027-02-20T11:49:41Z,FINANCE-97,,PROCTITLE,MEDIUM,30.41.148.232,PROCTITLE: david_hansen76 performed swift operation,auditd
2026-08-17T05:08:03Z,RISK-38-sandbox.core.banking,karen.hill,Threat,LOW,10.23.218.173,Threat: karen.hill performed swift operation,sentinel_one
2027-01-22T17:25:17Z,PAY-18-dev,cameron_howell,URL,LOW,209.234.176.243,URL: cameron_howell performed balance operation,palo_alto
2026-07-18T11:28:45Z,MON-53,svc_monitor,workflow_run,LOW,10.232.234.122,workflow_run: svc_monitor performed transaction operation,github_actions
2026-03-08T08:39:13Z,MON-38.financial.local,dale.thompson44,ApplicationManagement,LOW,12.118.146.241,ApplicationManagement: dale.thompson44 performed transfer operation,azure_ad
2026-09-21T18:50:36Z,CORE_BANK-37-dev,kyle.mitchell,Detection,LOW,13.240.208.158,Detection: kyle.mitchell performed audit operation,crowdstrike
2026-04-23T13:17:17Z,FS-39-sandbox,clare.smith,Blocked,MEDIUM,10.168.119.15,Blocked: clare.smith performed reconciliation operation,sentinel_one
2026-06-24T09:42:05Z,GW-77,annette_garg,FileUploaded,LOW,106.39.113.53,FileUploaded: annette_garg performed swift operation,sharepoint
